id,<=3,Ejercicio,O1,O2,O3,O4,O5,Respuesta,W1,W2,W3,W4,Contenido,Molde,Or_Dificultad,Dificultad,Habilidad,aux_n1,aux_n2,aux_n3,aux_n4,aux_n5,aux_n6,aux_n7,aux_n8,aux_n9,aux_n10,aux_n11,aux_n12,aux_n13,aux_n14,aux_n15,aux_n16,aux_n17,aux_n18,aux_n19,aux_n20,aux_n21,aux_n22,aux_n23,aux_n24,aux_n25,aux_n26,aux_n27,aux_n28,aux_n29,aux_n30,aux_n31,aux_n32,aux_n33,aux_n34,aux_n35,aux_n36,aux_n37,aux_n38,aux_n39,aux_n40,aux_n41,aux_n42,3,4,5,6,7,8,9,10,excercise_id,
2662,,¿Cuál es el resultado de dividir `(10)^(10)` por `(10)^(12)`?,,,,,,`(10)^(10-12)`,`(10/10)^(10-12)`,`(10)^(10/12)`,`(10)^(12-10)`,`(10-12)^(10)`,15,A,0.5,300,Identificar,10,10,12,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662,
2663,,¿Cuál es el resultado de dividir `(13)^(-9)` por `(13)^(15)`?,,,,,,`(13)^(-9-15)`,`(13/13)^(-9-15)`,`(13)^(-9/15)`,`(13)^(15--9)`,`(-9-15)^(13)`,15,A,0.5,300,Identificar,13,-9,15,13,-9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2663,
2664,,¿Cuál es el resultado de dividir `(-7)^(9)` por `(-7)^(12)`?,,,,,,`(-7)^(9-12)`,`(-7/-7)^(9-12)`,`(-7)^(9/12)`,`(-7)^(12-9)`,`(9-12)^(-7)`,15,A,0.5,300,Identificar,-7,9,12,-7,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664,
2665,,¿Cuál es el resultado de dividir `(15)^(9)` por `(15)^(15)`?,,,,,,`(15)^(9-15)`,`(15/15)^(9-15)`,`(15)^(9/15)`,`(15)^(15-9)`,`(9-15)^(15)`,15,A,0.5,300,Identificar,15,9,15,15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,
2666,,¿Cuál es el resultado de dividir `(9)^(3)` por `(9)^(12)`?,,,,,,`(9)^(3-12)`,`(9/9)^(3-12)`,`(9)^(3/12)`,`(9)^(12-3)`,`(3-12)^(9)`,15,A,0.5,300,Identificar,9,3,12,9,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666,
2667,,¿Cuál es el resultado de dividir `(3)^(9)` por `(3)^(11)`?,,,,,,`(3)^(9-11)`,`(3/3)^(9-11)`,`(3)^(9/11)`,`(3)^(11-9)`,`(9-11)^(3)`,15,A,0.5,300,Identificar,3,9,11,3,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667,
2668,,¿Cuál es el resultado de dividir `(-5)^(-1)` por `(-5)^(13)`?,,,,,,`(-5)^(-1-13)`,`(-5/-5)^(-1-13)`,`(-5)^(-1/13)`,`(-5)^(13--1)`,`(-1-13)^(-5)`,15,A,0.5,300,Identificar,-5,-1,13,-5,-1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2668,
2669,,¿Cuál es el resultado de dividir `(-2)^(0)` por `(-2)^(11)`?,,,,,,`(-2)^(0-11)`,`(-2/-2)^(0-11)`,`(-2)^(0/11)`,`(-2)^(11-0)`,`(0-11)^(-2)`,15,A,0.5,300,Identificar,-2,0,11,-2,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,
2670,,¿Cuál es el resultado de dividir `(12)^(-6)` por `(12)^(14)`?,,,,,,`(12)^(-6-14)`,`(12/12)^(-6-14)`,`(12)^(-6/14)`,`(12)^(14--6)`,`(-6-14)^(12)`,15,A,0.5,300,Identificar,12,-6,14,12,-6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,
2671,,¿Cuál es el resultado de dividir `(-20)^(-16)` por `(-20)^(19)`?,,,,,,`(-20)^(-16-19)`,`(-20/-20)^(-16-19)`,`(-20)^(-16/19)`,`(-20)^(19--16)`,`(-16-19)^(-20)`,15,A,0.666666667,400,Identificar,-20,-16,19,-20,-16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671,
2672,,¿Cuál es el resultado de dividir `(5)^(1)` por `(5)^(19)`?,,,,,,`(5)^(1-19)`,`(5/5)^(1-19)`,`(5)^(1/19)`,`(5)^(19-1)`,`(1-19)^(5)`,15,A,0.666666667,400,Identificar,5,1,19,5,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672,
2673,,¿Cuál es el resultado de dividir `(1)^(-8)` por `(1)^(19)`?,,,,,,`(1)^(-8-19)`,`(1/1)^(-8-19)`,`(1)^(-8/19)`,`(1)^(19--8)`,`(-8-19)^(1)`,15,A,0.666666667,400,Identificar,1,-8,19,0,-8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,
2674,,¿Cuál es el resultado de dividir `(-6)^(11)` por `(-6)^(17)`?,,,,,,`(-6)^(11-17)`,`(-6/-6)^(11-17)`,`(-6)^(11/17)`,`(-6)^(17-11)`,`(11-17)^(-6)`,15,A,0.666666667,400,Identificar,-6,11,17,-6,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674,
2675,,¿Cuál es el resultado de dividir `(15)^(8)` por `(15)^(20)`?,,,,,,`(15)^(8-20)`,`(15/15)^(8-20)`,`(15)^(8/20)`,`(15)^(20-8)`,`(8-20)^(15)`,15,A,0.666666667,400,Identificar,15,8,20,15,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675,
2676,,¿Cuál es el resultado de dividir `(-6)^(-16)` por `(-6)^(19)`?,,,,,,`(-6)^(-16-19)`,`(-6/-6)^(-16-19)`,`(-6)^(-16/19)`,`(-6)^(19--16)`,`(-16-19)^(-6)`,15,A,0.666666667,400,Identificar,-6,-16,19,-6,-16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676,
2677,,¿Cuál es el resultado de dividir `(8)^(-19)` por `(8)^(16)`?,,,,,,`(8)^(-19-16)`,`(8/8)^(-19-16)`,`(8)^(-19/16)`,`(8)^(16--19)`,`(-19-16)^(8)`,15,A,0.666666667,400,Identificar,8,-19,16,8,-19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677,
2678,,¿Cuál es el resultado de dividir `(-10)^(-2)` por `(-10)^(17)`?,,,,,,`(-10)^(-2-17)`,`(-10/-10)^(-2-17)`,`(-10)^(-2/17)`,`(-10)^(17--2)`,`(-2-17)^(-10)`,15,A,0.666666667,400,Identificar,-10,-2,17,-10,-2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,
2679,,¿Cuál es el resultado de dividir `(-5)^(15)` por `(-5)^(17)`?,,,,,,`(-5)^(15-17)`,`(-5/-5)^(15-17)`,`(-5)^(15/17)`,`(-5)^(17-15)`,`(15-17)^(-5)`,15,A,0.666666667,400,Identificar,-5,15,17,-5,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679,
2680,,¿Cuál es el resultado de dividir `(1)^(-7)` por `(1)^(18)`?,,,,,,`(1)^(-7-18)`,`(1/1)^(-7-18)`,`(1)^(-7/18)`,`(1)^(18--7)`,`(-7-18)^(1)`,15,A,0.666666667,400,Identificar,1,-7,18,1,-7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,
2681,,¿Cuál es el resultado de dividir `(17)^(7)` por `(17)^(25)`?,,,,,,`(17)^(7-25)`,`(17/17)^(7-25)`,`(17)^(7/25)`,`(17)^(25-7)`,`(7-25)^(17)`,15,A,0.833333333,500,Identificar,17,7,25,17,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,
2682,,¿Cuál es el resultado de dividir `(4)^(-6)` por `(4)^(20)`?,,,,,,`(4)^(-6-20)`,`(4/4)^(-6-20)`,`(4)^(-6/20)`,`(4)^(20--6)`,`(-6-20)^(4)`,15,A,0.833333333,500,Identificar,4,-6,20,4,-6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682,
2683,,¿Cuál es el resultado de dividir `(-1)^(-9)` por `(-1)^(16)`?,,,,,,`(-1)^(-9-16)`,`(-1/-1)^(-9-16)`,`(-1)^(-9/16)`,`(-1)^(16--9)`,`(-9-16)^(-1)`,15,A,0.833333333,500,Identificar,-1,-9,16,-1,-9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683,
2684,,¿Cuál es el resultado de dividir `(17)^(11)` por `(17)^(17)`?,,,,,,`(17)^(11-17)`,`(17/17)^(11-17)`,`(17)^(11/17)`,`(17)^(17-11)`,`(11-17)^(17)`,15,A,0.833333333,500,Identificar,17,11,17,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684,
2685,,¿Cuál es el resultado de dividir `(3)^(-6)` por `(3)^(17)`?,,,,,,`(3)^(-6-17)`,`(3/3)^(-6-17)`,`(3)^(-6/17)`,`(3)^(17--6)`,`(-6-17)^(3)`,15,A,0.833333333,500,Identificar,3,-6,17,3,-6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,
2686,,¿Cuál es el resultado de dividir `(-9)^(-15)` por `(-9)^(17)`?,,,,,,`(-9)^(-15-17)`,`(-9/-9)^(-15-17)`,`(-9)^(-15/17)`,`(-9)^(17--15)`,`(-15-17)^(-9)`,15,A,0.833333333,500,Identificar,-9,-15,17,-9,-15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686,
2687,,¿Cuál es el resultado de dividir `(18)^(-9)` por `(18)^(17)`?,,,,,,`(18)^(-9-17)`,`(18/18)^(-9-17)`,`(18)^(-9/17)`,`(18)^(17--9)`,`(-9-17)^(18)`,15,A,0.833333333,500,Identificar,18,-9,17,18,-9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,
2688,,¿Cuál es el resultado de dividir `(20)^(-3)` por `(20)^(20)`?,,,,,,`(20)^(-3-20)`,`(20/20)^(-3-20)`,`(20)^(-3/20)`,`(20)^(20--3)`,`(-3-20)^(20)`,15,A,0.833333333,500,Identificar,20,-3,20,20,-3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688,
2689,,¿Cuál es el resultado de dividir `(1)^(2)` por `(1)^(17)`?,,,,,,`(1)^(2-17)`,`(1/1)^(2-17)`,`(1)^(2/17)`,`(1)^(17-2)`,`(2-17)^(1)`,15,A,0.833333333,500,Identificar,1,2,17,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,
2690,,¿Cuál es el resultado de dividir `(-7)^(-19)` por `(-7)^(17)`?,,,,,,`(-7)^(-19-17)`,`(-7/-7)^(-19-17)`,`(-7)^(-19/17)`,`(-7)^(17--19)`,`(-19-17)^(-7)`,15,A,0.833333333,500,Identificar,-7,-19,17,-7,-19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,
2691,,¿Cuál es el resultado de dividir `(-10)^(-35)` por `(-10)^(28)`?,,,,,,`(-10)^(-35-28)`,`(-10/-10)^(-35-28)`,`(-10)^(-35/28)`,`(-10)^(28--35)`,`(-35-28)^(-10)`,15,A,1,600,Identificar,-10,-35,28,-10,-35,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691,
2692,,¿Cuál es el resultado de dividir `(31)^(-33)` por `(31)^(27)`?,,,,,,`(31)^(-33-27)`,`(31/31)^(-33-27)`,`(31)^(-33/27)`,`(31)^(27--33)`,`(-33-27)^(31)`,15,A,1,600,Identificar,31,-33,27,31,-33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692,
2693,,¿Cuál es el resultado de dividir `(-17)^(35)` por `(-17)^(29)`?,,,,,,`(-17)^(35-29)`,`(-17/-17)^(35-29)`,`(-17)^(35/29)`,`(-17)^(29-35)`,`(35-29)^(-17)`,15,A,1,600,Identificar,-17,35,29,-17,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693,
2694,,¿Cuál es el resultado de dividir `(-13)^(34)` por `(-13)^(26)`?,,,,,,`(-13)^(34-26)`,`(-13/-13)^(34-26)`,`(-13)^(34/26)`,`(-13)^(26-34)`,`(34-26)^(-13)`,15,A,1,600,Identificar,-13,34,26,-13,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694,
2695,,¿Cuál es el resultado de dividir `(7)^(-10)` por `(7)^(26)`?,,,,,,`(7)^(-10-26)`,`(7/7)^(-10-26)`,`(7)^(-10/26)`,`(7)^(26--10)`,`(-10-26)^(7)`,15,A,1,600,Identificar,7,-10,26,7,-10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,
2696,,¿Cuál es el resultado de dividir `(24)^(0)` por `(24)^(26)`?,,,,,,`(24)^(0-26)`,`(24/24)^(0-26)`,`(24)^(0/26)`,`(24)^(26-0)`,`(0-26)^(24)`,15,A,1,600,Identificar,24,0,26,24,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,
2697,,¿Cuál es el resultado de dividir `(-7)^(11)` por `(-7)^(29)`?,,,,,,`(-7)^(11-29)`,`(-7/-7)^(11-29)`,`(-7)^(11/29)`,`(-7)^(29-11)`,`(11-29)^(-7)`,15,A,1,600,Identificar,-7,11,29,-7,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697,
2698,,¿Cuál es el resultado de dividir `(3)^(-4)` por `(3)^(26)`?,,,,,,`(3)^(-4-26)`,`(3/3)^(-4-26)`,`(3)^(-4/26)`,`(3)^(26--4)`,`(-4-26)^(3)`,15,A,1,600,Identificar,3,-4,26,3,-4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,
2699,,¿Cuál es el resultado de dividir `(-2)^(-26)` por `(-2)^(28)`?,,,,,,`(-2)^(-26-28)`,`(-2/-2)^(-26-28)`,`(-2)^(-26/28)`,`(-2)^(28--26)`,`(-26-28)^(-2)`,15,A,1,600,Identificar,-2,-26,28,-2,-26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699,
2700,,¿Cuál es el resultado de dividir `(26)^(-13)` por `(26)^(26)`?,,,,,,`(26)^(-13-26)`,`(26/26)^(-13-26)`,`(26)^(-13/26)`,`(26)^(26--13)`,`(-13-26)^(26)`,15,A,1,600,Identificar,26,-13,26,26,-13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,
2701,,"Pablo tiene `(4)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`4`,`37.3837195305305`,`21`,`15`,`5`,15,B,0.2,320,Aplicar,Pablo,Pablo,Raimundo,Matias,Benjamín,4,4,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,
2702,,"Un edificio tiene `(4)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`4`,`37.3837195305305`,`21`,`15`,`5`,15,B,0.2,320,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,4,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2702,
2703,,"Una mansion tiene `(4)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1`,`25`,`21`,`19`,`6.25`,15,B,0.2,320,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,4,4,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,
2704,,"Un edificio tiene `(4)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`4`,`34.4932415365304`,`25`,`19`,`7.5`,15,B,0.2,320,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,4,4,6,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704,
2705,,"Una mansion tiene `(2)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(2)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`2`,`11.2115784565397`,`13`,`9`,`15`,15,B,0.2,320,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,2,2,6,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,
2706,,"Un edificio tiene `(5)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(5)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`5`,`56.3430448826383`,`26`,`19`,`4`,15,B,0.2,320,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,5,5,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706,
2707,,"Un colegio tiene `(3)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(3)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`3`,`21.1121265723663`,`19`,`14`,`10`,15,B,0.2,320,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,3,3,6,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,
2708,,"Un edificio tiene `(3)^(4)` láminas para su álbum del mundial, que quiere repartir entre sus `(3)^(2)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`9`,`64`,`13`,`5`,`2.66666666666667`,15,B,0.2,320,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,3,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708,
2709,,"Un colegio tiene `(3)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(3)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`3`,`21.1121265723663`,`19`,`14`,`10`,15,B,0.2,320,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,3,3,6,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709,
2710,,"Una mansion tiene `(2)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(2)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`2`,`11.8446661165724`,`11`,`7`,`10`,15,B,0.2,320,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,2,2,5,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,
2711,,"Pablo tiene `(6)^(8)` láminas para su álbum del mundial, que quiere repartir entre sus `(6)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1296`,`343`,`49`,`23`,`5.33333333333333`,15,B,0.4,440,Aplicar,Pablo,Pablo,Raimundo,Matias,Benjamín,6,6,8,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711,
2712,,"Un departamento tiene `(5)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(5)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`5`,`51.5148869197892`,`31`,`24`,`6`,15,B,0.4,440,Aplicar,Un departamento,Un edificio,Una mansion,Un colegio,Un departamento,5,5,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712,
2713,,"Un colegio tiene `(4)^(7)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(6)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`4`,`32.6915121502958`,`29`,`23`,`10.5`,15,B,0.4,440,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,4,4,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713,
2714,,"Un departamento tiene `(4)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`4`,`37.3837195305305`,`21`,`15`,`5`,15,B,0.4,440,Aplicar,Un departamento,Un edificio,Una mansion,Un colegio,Un departamento,4,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,
2715,,"Una mansion tiene `(4)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1`,`25`,`21`,`19`,`6.25`,15,B,0.4,440,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,
2716,,"Un colegio tiene `(5)^(6)` láminas para su álbum del mundial, que quiere repartir entre sus `(5)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`5`,`51.5148869197892`,`31`,`24`,`6`,15,B,0.4,440,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,5,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716,
2717,,"Un departamento tiene `(7)^(9)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(8)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`7`,`82.9977314976646`,`64`,`55`,`10.2857142857143`,15,B,0.4,440,Aplicar,Un departamento,Un edificio,Una mansion,Un colegio,Un departamento,7,7,9,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,
2718,,"Un colegio tiene `(4)^(7)` láminas para su álbum del mundial, que quiere repartir entre sus `(4)^(4)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`64`,`83.5925381220527`,`29`,`15`,`7`,15,B,0.4,440,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,4,4,7,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718,
2719,,"Una mansion tiene `(6)^(8)` láminas para su álbum del mundial, que quiere repartir entre sus `(6)^(7)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`6`,`64.70299314005`,`49`,`41`,`9.33333333333333`,15,B,0.4,440,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,6,6,8,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719,
2720,,"Un colegio tiene `(6)^(5)` láminas para su álbum del mundial, que quiere repartir entre sus `(6)^(5)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1`,`49`,`31`,`29`,`4.16666666666667`,15,B,0.4,440,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,6,6,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,
2721,,"Matias tiene `(7)^(10)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(10)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1`,`64`,`71`,`69`,`14.2857142857143`,15,B,0.6,560,Aplicar,Matias,Pablo,Raimundo,Matias,Benjamín,7,7,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721,
2722,,"Un colegio tiene `(9)^(14)` láminas para su álbum del mundial, que quiere repartir entre sus `(9)^(13)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`9`,`119.377664171444`,`127`,`116`,`20.2222222222222`,15,B,0.6,560,Aplicar,Un colegio,Un edificio,Una mansion,Un colegio,Un departamento,9,9,14,12,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,
2723,,"Un departamento tiene `(7)^(13)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(12)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`7`,`76.1092553601741`,`92`,`83`,`22.2857142857143`,15,B,0.6,560,Aplicar,Un departamento,Un edificio,Una mansion,Un colegio,Un departamento,7,7,13,13,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723,
2724,,"Un edificio tiene `(7)^(9)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(9)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`1`,`64`,`64`,`62`,`11.5714285714286`,15,B,0.6,560,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,7,7,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724,
2725,,"Una mansion tiene `(8)^(14)` láminas para su álbum del mundial, que quiere repartir entre sus `(8)^(9)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`32768`,`274.54892423007`,`113`,`71`,`15.75`,15,B,0.6,560,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,8,8,14,14,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,
2726,,"Un edificio tiene `(7)^(12)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(9)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`343`,`128`,`85`,`62`,`15.4285714285714`,15,B,0.6,560,Aplicar,Un edificio,Un edificio,Una mansion,Un colegio,Un departamento,7,7,12,12,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726,
2727,,"Una mansion tiene `(7)^(15)` láminas para su álbum del mundial, que quiere repartir entre sus `(7)^(14)` amigos. ¿Cuántas le tocan a cada amigo si las laminas se reparten en partes iguales? ",,,,,,`7`,`74.2482807142503`,`106`,`97`,`30`,15,B,0.6,560,Aplicar,Una mansion,Un edificio,Una mansion,Un colegio,Un departamento,7,7,15,10,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727,
